SOLEYEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAHS_A,NA,NA,NA,REEF_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SHIN_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STICK3,NA,FARA_A,NA,CALD_A,DUNB_A,GARC_A,GUKT_A,HUNT_A,KAGK_A,NA,0TZ_A,0TZ_C,NFEI_A,NOSK_A,NPAS_A,REFU_A,SUKK_A,NA,NA,BLAQ_A,DALL_A,GUKT_B,NA,KAHS_A,MOIR_A,MOIR_B,NOSK_E,NA,NA,SFEI_A,TAHB_A,NA,CHUS_B,CHUS_A,GOAT_A,HETA_A,0UK_A,NOSK_B,SALA_A,SHIN_A,SODA_A,NA,NA,TROC_A,NICH_A,SWAD_A,DALL_B,NA,HECA_A,KLWA_A,NA,SWAD_B,NA,KLWH_A
TUBESNT,BAKE_A,FARA_A,NA,NA,DUNB_A,NA,GUKT_A,NA,KAGK_A,NA,0TZ_A,0TZ_C,NFEI_A,NOSK_A,NPAS_A,REFU_A,SUKK_A,NA,NA,BLAQ_A,DALL_A,GUKT_B,KAGK_B,KAHS_A,MOIR_A,NA,NOSK_E,REEF_A,REEF_B,SFEI_A,NA,BOST_B,CHUS_B,CHUS_A,GOAT_A,NA,0UK_A,NOSK_B,SALA_A,SHIN_A,NA,NA,NA,NA,NA,NA,NA,HECA_B,NA,NA,NFEI_B,NA,NA,NA
U0RTE,BAKE_A,FARA_A,SHKN_A,CALD_A,DUNB_A,GARC_A,GUKT_A,HUNT_A,KAGK_A,KAHS_B,0TZ_A,0TZ_C,NFEI_A,NOSK_A,NPAS_A,REFU_A,SUKK_A,SYLB_A,SYLB_B,BLAQ_A,DALL_A,GUKT_B,KAGK_B,KAHS_A,NA,MOIR_B,NOSK_E,REEF_A,REEF_B,SFEI_A,TAHB_A,BOST_B,CHUS_B,CHUS_A,GOAT_A,HETA_A,0UK_A,NOSK_B,SALA_A,SHIN_A,SODA_A,BAKE_B,NICH_B,NA,NICH_A,NA,DALL_B,HECA_B,HECA_A,NA,NFEI_B,NA,BOST_A,NA
UNFLAT,NA,NA,NA,NA,NA,NA,GUKT_A,NA,NA,NA,NA,NA,NFEI_A,NOSK_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REEF_A,REEF_B,SFEI_A,NA,NA,NA,NA,GOAT_A,NA,NA,NA,SALA_A,NA,SODA_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNGREEN,BAKE_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFEI_A,NOSK_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SFEI_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SODA_A,NA,NA,NA,NA,SWAD_A,NA,NA,NA,NA,NA,NA,NA,NA
UNGUNN,NA,NA,NA,NA,NA,NA,GUKT_A,NA,KAGK_A,NA,NA,NA,NA,NOSK_A,NPAS_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SFEI_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNLORD,BAKE_A,NA,NA,NA,NA,GARC_A,GUKT_A,NA,KAGK_A,NA,0TZ_A,NA,NFEI_A,NOSK_A,NPAS_A,NA,NA,NA,NA,BLAQ_A,NA,NA,KAGK_B,KAHS_A,NA,NA,NA,NA,REEF_B,SFEI_A,NA,NA,CHUS_B,NA,GOAT_A,HETA_A,0UK_A,NA,SALA_A,SHIN_A,NA,NA,NA,TROC_A,NA,SWAD_A,NA,HECA_B,NA,KLWA_A,NFEI_B,NA,NA,NA
UNMYOXO,NA,FARA_A,NA,NA,DUNB_A,GARC_A,GUKT_A,NA,KAGK_A,NA,0TZ_A,NA,NFEI_A,NOSK_A,NPAS_A,REFU_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHUS_A,GOAT_A,NA,0UK_A,NA,NA,SHIN_A,SODA_A,NA,NA,NA,NA,SWAD_A,NA,NA,NA,NA,NA,NA,NA,NA
UNROCK,BAKE_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REFU_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAKE_B,NA,NA,NA,NA,NA,NA,HECA_A,NA,NA,NA,NA,NA
UNSCUL,NA,FARA_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFEI_A,NOSK_A,NA,REFU_A,NA,SYLB_A,NA,NA,NA,NA,NA,KAHS_A,NA,NA,NOSK_E,NA,NA,SFEI_A,NA,NA,CHUS_B,NA,NA,NA,NA,NA,SALA_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,HECA_A,NA,NFEI_B,NA,NA,NA
UNS0ILF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOSK_E,NA,NA,NA,NA,NA,NA,NA,GOAT_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WRYGI,NA,NA,NA,NA,NA,NA,GUKT_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
